axis,axis_value,strategy,runs,is_base_value,accuracy_mean,accuracy_sd,false_confident_consensus_rate_mean,false_confident_consensus_rate_sd,independent_roots_per_question_mean,independent_roots_per_question_sd,resolved_gap_rate_mean,resolved_gap_rate_sd,questions_per_claim_mean,questions_per_claim_sd,final_independent_roots_mean,final_independent_roots_sd
question_budget_per_claim,2,lineage,8,0,0.8205,0.009815763156739573,0.015083333333333334,0.001949765960721261,0.9500292092300461,0.011380718306093291,0.00013935340022296544,0.00039415093711624724,0.23991666666666667,0.009143911149563469,3.452166666666667,0.014270626953669329
question_budget_per_claim,2,continual,8,0,0.8556666666666667,0.0037880346288288315,0.020166666666666666,0.0034686807336141547,0.9164022392801692,0.007445187440922968,0.24603970256217825,0.014117926291395737,1.3679166666666667,0.016316074457855507,4.477833333333333,0.030408332191468074
question_budget_per_claim,3,none,8,1,0.8023333333333333,0.006502746672423445,0.028166666666666666,0.0035945284698601183,0.0,0.0,0.0,0.0,0.0,0.0,3.22425,0.020041029343396067
question_budget_per_claim,3,random,8,1,0.8245833333333333,0.0057064430307760365,0.016916666666666667,0.003245265171252733,0.23025,0.0047904041354884744,0.101001983810665,0.009223728346715402,3.0,0.0,3.915,0.023096759890952657
question_budget_per_claim,3,uncertainty,8,1,0.8241666666666667,0.0034503277967117925,0.028583333333333332,0.0035534467952938495,0.2323545159694454,0.007476019768522002,0.006299545322133908,0.0010134318951471755,1.1746666666666667,0.02734610619100138,3.49725,0.023921664485274222
question_budget_per_claim,3,lineage,8,1,0.8201666666666667,0.008734169352933004,0.015166666666666667,0.0022182504188289747,0.9254264425143044,0.01682330011229473,0.00013935340022296544,0.00039415093711624724,0.24633333333333332,0.009881841612310613,3.452166666666667,0.014270626953669329
question_budget_per_claim,3,continual,8,1,0.8709166666666667,0.004753444866119546,0.019,0.0031065726533904933,0.8427637381994493,0.008626717652312174,0.26271561102035645,0.01604643786836697,1.9383333333333332,0.02698618106094247,4.857833333333334,0.042054763994144345
question_budget_per_claim,5,none,8,0,0.8023333333333333,0.006502746672423445,0.028166666666666666,0.0035945284698601183,0.0,0.0,0.0,0.0,0.0,0.0,3.22425,0.020041029343396067
question_budget_per_claim,5,random,8,0,0.8341666666666667,0.006925911778838506,0.015416666666666667,0.0027006759882760452,0.20623333333333332,0.0050965285415273745,0.14351670668312946,0.01026777630672342,5.0,0.0,4.255416666666667,0.025223917850842017
question_budget_per_claim,5,uncertainty,8,0,0.8370833333333333,0.002849394254757938,0.028583333333333332,0.0037107736753730024,0.2193362556805867,0.005171154804810018,0.007557888235816759,0.0020344431559816208,1.809,0.043564948776565346,3.6210833333333334,0.02526792935656289
